Date;AveragePrice;Total Volume;4046;4225;4770;Total Bags;Small Bags;Large Bags;XLarge Bags;type;year;estado;Event;Severity;month;IPC;Event_code;type_code;estado_code;Severity_code
6/26/2016;1.18;9785.03;698.25;4749.78;0;4337;82.22;4254.78;0;organic;2016;TN;Rain;Light;6;0.01;4;1;22;1
6/12/2016;0.97;190921.36;119783.13;12815.76;905.03;57417.44;46174.86;9199.25;2043.33;conventional;2016;TN;Fog;Moderate;6;0.01;1;0;22;2
6/12/2016;0.97;190921.36;119783.13;12815.76;905.03;57417.44;46174.86;9199.25;2043.33;conventional;2016;TN;Rain;Light;6;0.01;4;0;22;1
6/12/2016;1.31;11428.18;832.28;5730.39;0;4865.51;2030;2835.51;0;organic;2016;TN;Fog;Moderate;6;0.01;1;1;22;2
6/12/2016;1.31;11428.18;832.28;5730.39;0;4865.51;2030;2835.51;0;organic;2016;TN;Rain;Light;6;0.01;4;1;22;1
6/5/2016;0.88;223368.78;136409.36;17532.4;727.53;68699.49;52919.87;14359.62;1420;conventional;2016;TN;Rain;Light;6;0.01;4;0;22;1
6/5/2016;0.88;223368.78;136409.36;17532.4;727.53;68699.49;52919.87;14359.62;1420;conventional;2016;TN;Rain;Moderate;6;0.01;4;0;22;2
6/5/2016;0.88;223368.78;136409.36;17532.4;727.53;68699.49;52919.87;14359.62;1420;conventional;2016;TN;Precipitation;UNK;6;0.01;3;0;22;5
6/5/2016;0.88;223368.78;136409.36;17532.4;727.53;68699.49;52919.87;14359.62;1420;conventional;2016;TN;Rain;Heavy;6;0.01;4;0;22;0
6/5/2016;0.88;223368.78;136409.36;17532.4;727.53;68699.49;52919.87;14359.62;1420;conventional;2016;TN;Fog;Severe;6;0.01;1;0;22;4
6/5/2016;1.08;13135.08;740.89;4637.83;0;7756.36;2111.61;5644.75;0;organic;2016;TN;Rain;Light;6;0.01;4;1;22;1
6/5/2016;1.08;13135.08;740.89;4637.83;0;7756.36;2111.61;5644.75;0;organic;2016;TN;Rain;Moderate;6;0.01;4;1;22;2
6/5/2016;1.08;13135.08;740.89;4637.83;0;7756.36;2111.61;5644.75;0;organic;2016;TN;Precipitation;UNK;6;0.01;3;1;22;5
6/5/2016;1.08;13135.08;740.89;4637.83;0;7756.36;2111.61;5644.75;0;organic;2016;TN;Rain;Heavy;6;0.01;4;1;22;0
6/5/2016;1.08;13135.08;740.89;4637.83;0;7756.36;2111.61;5644.75;0;organic;2016;TN;Fog;Severe;6;0.01;1;1;22;4
6/26/2016;1.05;267116.01;137323.53;37595.55;396.04;91800.89;73510.29;9280.6;9010;conventional;2016;LA;Rain;Light;6;0.01;4;0;10;1
6/26/2016;1.05;267116.01;137323.53;37595.55;396.04;91800.89;73510.29;9280.6;9010;conventional;2016;LA;Rain;Heavy;6;0.01;4;0;10;0
6/26/2016;1.3;4842.27;700.43;0;0;4141.84;4118.51;23.33;0;organic;2016;LA;Rain;Light;6;0.01;4;1;10;1
6/26/2016;1.3;4842.27;700.43;0;0;4141.84;4118.51;23.33;0;organic;2016;LA;Rain;Heavy;6;0.01;4;1;10;0
6/19/2016;0.97;293340.02;162451.07;39328.87;267.67;91292.41;70450.55;16416.86;4425;conventional;2016;LA;Fog;Severe;6;0.01;1;0;10;4
6/19/2016;0.97;293340.02;162451.07;39328.87;267.67;91292.41;70450.55;16416.86;4425;conventional;2016;LA;Rain;Light;6;0.01;4;0;10;1
6/19/2016;0.97;293340.02;162451.07;39328.87;267.67;91292.41;70450.55;16416.86;4425;conventional;2016;LA;Rain;Moderate;6;0.01;4;0;10;2
6/19/2016;0.97;293340.02;162451.07;39328.87;267.67;91292.41;70450.55;16416.86;4425;conventional;2016;LA;Rain;Heavy;6;0.01;4;0;10;0
6/19/2016;0.97;293340.02;162451.07;39328.87;267.67;91292.41;70450.55;16416.86;4425;conventional;2016;LA;Fog;Moderate;6;0.01;1;0;10;2
6/19/2016;1.25;4623.06;507.64;5.73;0;4109.69;4093.02;16.67;0;organic;2016;LA;Fog;Severe;6;0.01;1;1;10;4
6/19/2016;1.25;4623.06;507.64;5.73;0;4109.69;4093.02;16.67;0;organic;2016;LA;Rain;Light;6;0.01;4;1;10;1
6/19/2016;1.25;4623.06;507.64;5.73;0;4109.69;4093.02;16.67;0;organic;2016;LA;Rain;Moderate;6;0.01;4;1;10;2
6/19/2016;1.25;4623.06;507.64;5.73;0;4109.69;4093.02;16.67;0;organic;2016;LA;Rain;Heavy;6;0.01;4;1;10;0
6/19/2016;1.25;4623.06;507.64;5.73;0;4109.69;4093.02;16.67;0;organic;2016;LA;Fog;Moderate;6;0.01;1;1;10;2
6/12/2016;0.95;283922.91;163474.77;35055.89;495.77;84896.48;63204.33;9379.93;12312.22;conventional;2016;LA;Rain;Light;6;0.01;4;0;10;1
6/12/2016;0.95;283922.91;163474.77;35055.89;495.77;84896.48;63204.33;9379.93;12312.22;conventional;2016;LA;Fog;Severe;6;0.01;1;0;10;4
6/12/2016;0.95;283922.91;163474.77;35055.89;495.77;84896.48;63204.33;9379.93;12312.22;conventional;2016;LA;Rain;Heavy;6;0.01;4;0;10;0
6/12/2016;0.95;283922.91;163474.77;35055.89;495.77;84896.48;63204.33;9379.93;12312.22;conventional;2016;LA;Precipitation;UNK;6;0.01;3;0;10;5
6/12/2016;1.73;1325.91;882.85;0;0;443.06;423.06;20;0;organic;2016;LA;Rain;Light;6;0.01;4;1;10;1
6/12/2016;1.73;1325.91;882.85;0;0;443.06;423.06;20;0;organic;2016;LA;Fog;Severe;6;0.01;1;1;10;4
6/12/2016;1.73;1325.91;882.85;0;0;443.06;423.06;20;0;organic;2016;LA;Rain;Heavy;6;0.01;4;1;10;0
6/12/2016;1.73;1325.91;882.85;0;0;443.06;423.06;20;0;organic;2016;LA;Precipitation;UNK;6;0.01;3;1;10;5
6/5/2016;0.89;291490.49;176829.29;26539.09;557.45;87564.66;59274.56;15485.38;12804.72;conventional;2016;LA;Rain;Light;6;0.01;4;0;10;1
6/5/2016;0.89;291490.49;176829.29;26539.09;557.45;87564.66;59274.56;15485.38;12804.72;conventional;2016;LA;Rain;Moderate;6;0.01;4;0;10;2
6/5/2016;0.89;291490.49;176829.29;26539.09;557.45;87564.66;59274.56;15485.38;12804.72;conventional;2016;LA;Rain;Heavy;6;0.01;4;0;10;0
6/5/2016;1.68;1388.5;737.02;0;0;651.48;641.48;10;0;organic;2016;LA;Rain;Light;6;0.01;4;1;10;1
6/5/2016;1.68;1388.5;737.02;0;0;651.48;641.48;10;0;organic;2016;LA;Rain;Moderate;6;0.01;4;1;10;2
6/5/2016;1.68;1388.5;737.02;0;0;651.48;641.48;10;0;organic;2016;LA;Rain;Heavy;6;0.01;4;1;10;0
6/26/2016;0.6;1360168.72;848508.88;230322.97;16235.59;265101.28;151847.82;113195.13;58.33;conventional;2016;AZ;Rain;Light;6;0.01;4;0;0;1
6/26/2016;1.66;13866.31;6127.86;4823.04;0;2915.41;647.76;2267.65;0;organic;2016;AZ;Rain;Light;6;0.01;4;1;0;1
6/12/2016;0.81;991221.27;471620.29;222420.61;22944.15;274236.22;151226.12;123010.1;0;conventional;2016;AZ;Rain;Light;6;0.01;4;0;0;1
6/12/2016;1.51;14349.12;7296.89;5158.97;0;1893.26;1184.94;708.32;0;organic;2016;AZ;Rain;Light;6;0.01;4;1;0;1
6/19/2016;0.86;682680.66;154975.49;168948.72;19367.47;339388.98;337166.84;1625.57;596.57;conventional;2016;ME;Cold;Severe;6;0.01;0;0;13;4
6/19/2016;1.23;49843.09;7923.86;26690.89;18.5;15209.84;1979.12;13230.72;0;organic;2016;ME;Cold;Severe;6;0.01;0;1;13;4
6/12/2016;0.85;626226.63;159711.34;167508.33;19531.71;279475.25;277038.36;2380.23;56.66;conventional;2016;ME;Fog;Severe;6;0.01;1;0;13;4
6/12/2016;0.85;626226.63;159711.34;167508.33;19531.71;279475.25;277038.36;2380.23;56.66;conventional;2016;ME;Rain;Light;6;0.01;4;0;13;1
6/12/2016;0.85;626226.63;159711.34;167508.33;19531.71;279475.25;277038.36;2380.23;56.66;conventional;2016;ME;Cold;Severe;6;0.01;0;0;13;4
6/12/2016;0.85;626226.63;159711.34;167508.33;19531.71;279475.25;277038.36;2380.23;56.66;conventional;2016;ME;Rain;Moderate;6;0.01;4;0;13;2
6/12/2016;0.85;626226.63;159711.34;167508.33;19531.71;279475.25;277038.36;2380.23;56.66;conventional;2016;ME;Rain;Heavy;6;0.01;4;0;13;0
6/12/2016;1.67;25140.3;6921.86;15536.84;15.11;2666.49;273.21;2393.28;0;organic;2016;ME;Fog;Severe;6;0.01;1;1;13;4
6/12/2016;1.67;25140.3;6921.86;15536.84;15.11;2666.49;273.21;2393.28;0;organic;2016;ME;Rain;Light;6;0.01;4;1;13;1
6/12/2016;1.67;25140.3;6921.86;15536.84;15.11;2666.49;273.21;2393.28;0;organic;2016;ME;Cold;Severe;6;0.01;0;1;13;4
6/12/2016;1.67;25140.3;6921.86;15536.84;15.11;2666.49;273.21;2393.28;0;organic;2016;ME;Rain;Moderate;6;0.01;4;1;13;2
6/12/2016;1.67;25140.3;6921.86;15536.84;15.11;2666.49;273.21;2393.28;0;organic;2016;ME;Rain;Heavy;6;0.01;4;1;13;0
6/5/2016;0.78;942774.69;153775.4;234869.93;23659.16;530470.2;524889.49;5116.99;463.72;conventional;2016;ME;Fog;Severe;6;0.01;1;0;13;4
6/5/2016;0.78;942774.69;153775.4;234869.93;23659.16;530470.2;524889.49;5116.99;463.72;conventional;2016;ME;Cold;Severe;6;0.01;0;0;13;4
6/5/2016;0.78;942774.69;153775.4;234869.93;23659.16;530470.2;524889.49;5116.99;463.72;conventional;2016;ME;Rain;Light;6;0.01;4;0;13;1
6/5/2016;1.66;29171.54;7923.13;20355.75;11.77;880.89;90;790.89;0;organic;2016;ME;Fog;Severe;6;0.01;1;1;13;4
6/5/2016;1.66;29171.54;7923.13;20355.75;11.77;880.89;90;790.89;0;organic;2016;ME;Cold;Severe;6;0.01;0;1;13;4
6/5/2016;1.66;29171.54;7923.13;20355.75;11.77;880.89;90;790.89;0;organic;2016;ME;Rain;Light;6;0.01;4;1;13;1
6/26/2016;1;259281.86;74356.16;104881;13640.28;66404.42;61487.49;26.93;4890;conventional;2016;VA;Fog;Severe;6;0.01;1;0;24;4
6/26/2016;1;259281.86;74356.16;104881;13640.28;66404.42;61487.49;26.93;4890;conventional;2016;VA;Rain;Light;6;0.01;4;0;24;1
6/26/2016;1;259281.86;74356.16;104881;13640.28;66404.42;61487.49;26.93;4890;conventional;2016;VA;Fog;Moderate;6;0.01;1;0;24;2
6/26/2016;1.02;141407.11;37010.79;52754.51;110.61;51531.2;48166.61;4.59;3360;conventional;2016;VA;Fog;Severe;6;0.01;1;0;24;4
6/26/2016;1.02;141407.11;37010.79;52754.51;110.61;51531.2;48166.61;4.59;3360;conventional;2016;VA;Rain;Light;6;0.01;4;0;24;1
6/26/2016;1.02;141407.11;37010.79;52754.51;110.61;51531.2;48166.61;4.59;3360;conventional;2016;VA;Fog;Moderate;6;0.01;1;0;24;2
6/26/2016;1.19;9200.04;343.51;4176.52;391.47;4288.54;1732.8;2555.74;0;organic;2016;VA;Fog;Severe;6;0.01;1;1;24;4
6/26/2016;1.19;9200.04;343.51;4176.52;391.47;4288.54;1732.8;2555.74;0;organic;2016;VA;Rain;Light;6;0.01;4;1;24;1
6/26/2016;1.19;9200.04;343.51;4176.52;391.47;4288.54;1732.8;2555.74;0;organic;2016;VA;Fog;Moderate;6;0.01;1;1;24;2
6/26/2016;1.19;9043.11;72.94;3824.71;0;5145.46;1193.98;3951.48;0;organic;2016;VA;Fog;Severe;6;0.01;1;1;24;4
6/26/2016;1.19;9043.11;72.94;3824.71;0;5145.46;1193.98;3951.48;0;organic;2016;VA;Rain;Light;6;0.01;4;1;24;1
6/26/2016;1.19;9043.11;72.94;3824.71;0;5145.46;1193.98;3951.48;0;organic;2016;VA;Fog;Moderate;6;0.01;1;1;24;2
6/19/2016;0.99;278178.65;67619.73;122627.22;15409.3;72522.4;67694;83.4;4745;conventional;2016;VA;Fog;Severe;6;0.01;1;0;24;4
6/19/2016;0.99;278178.65;67619.73;122627.22;15409.3;72522.4;67694;83.4;4745;conventional;2016;VA;Fog;Moderate;6;0.01;1;0;24;2
6/19/2016;0.99;278178.65;67619.73;122627.22;15409.3;72522.4;67694;83.4;4745;conventional;2016;VA;Cold;Severe;6;0.01;0;0;24;4
6/19/2016;1;158224.62;38806.24;58287.79;134.48;60996.11;57154.04;32.07;3810;conventional;2016;VA;Fog;Severe;6;0.01;1;0;24;4
6/19/2016;1;158224.62;38806.24;58287.79;134.48;60996.11;57154.04;32.07;3810;conventional;2016;VA;Fog;Moderate;6;0.01;1;0;24;2
6/19/2016;1;158224.62;38806.24;58287.79;134.48;60996.11;57154.04;32.07;3810;conventional;2016;VA;Cold;Severe;6;0.01;0;0;24;4
6/19/2016;1.2;9147.53;131.97;4497.75;420.11;4097.7;1913.09;2184.61;0;organic;2016;VA;Fog;Severe;6;0.01;1;1;24;4
6/19/2016;1.2;9147.53;131.97;4497.75;420.11;4097.7;1913.09;2184.61;0;organic;2016;VA;Fog;Moderate;6;0.01;1;1;24;2
6/19/2016;1.2;9147.53;131.97;4497.75;420.11;4097.7;1913.09;2184.61;0;organic;2016;VA;Cold;Severe;6;0.01;0;1;24;4
6/19/2016;1.18;9331.05;156.67;4049.96;0;5124.42;1223.8;3900.62;0;organic;2016;VA;Fog;Severe;6;0.01;1;1;24;4
6/19/2016;1.18;9331.05;156.67;4049.96;0;5124.42;1223.8;3900.62;0;organic;2016;VA;Fog;Moderate;6;0.01;1;1;24;2
6/19/2016;1.18;9331.05;156.67;4049.96;0;5124.42;1223.8;3900.62;0;organic;2016;VA;Cold;Severe;6;0.01;0;1;24;4
6/12/2016;0.96;280191.2;83555.77;108482.44;15693.42;72459.57;69331.2;158.37;2970;conventional;2016;VA;Rain;Light;6;0.01;4;0;24;1
6/12/2016;0.96;280191.2;83555.77;108482.44;15693.42;72459.57;69331.2;158.37;2970;conventional;2016;VA;Rain;Moderate;6;0.01;4;0;24;2
6/12/2016;0.99;152148.72;41650.39;52625.39;144.98;57727.96;54131.29;277.23;3319.44;conventional;2016;VA;Rain;Light;6;0.01;4;0;24;1
6/12/2016;0.99;152148.72;41650.39;52625.39;144.98;57727.96;54131.29;277.23;3319.44;conventional;2016;VA;Rain;Moderate;6;0.01;4;0;24;2
6/12/2016;1.16;9568.18;131.67;4168.66;395;4872.85;1665.78;3207.07;0;organic;2016;VA;Rain;Light;6;0.01;4;1;24;1
6/12/2016;1.16;9568.18;131.67;4168.66;395;4872.85;1665.78;3207.07;0;organic;2016;VA;Rain;Moderate;6;0.01;4;1;24;2
6/12/2016;1.21;10823.6;77;4286.07;0;6460.53;1063.06;5397.47;0;organic;2016;VA;Rain;Light;6;0.01;4;1;24;1
6/12/2016;1.21;10823.6;77;4286.07;0;6460.53;1063.06;5397.47;0;organic;2016;VA;Rain;Moderate;6;0.01;4;1;24;2
6/5/2016;0.98;268775.52;67444.03;117809.78;13829.45;69692.26;66487.06;784.37;2420.83;conventional;2016;VA;Rain;Moderate;6;0.01;4;0;24;2
6/5/2016;0.98;268775.52;67444.03;117809.78;13829.45;69692.26;66487.06;784.37;2420.83;conventional;2016;VA;Rain;Light;6;0.01;4;0;24;1
6/5/2016;0.98;268775.52;67444.03;117809.78;13829.45;69692.26;66487.06;784.37;2420.83;conventional;2016;VA;Rain;Heavy;6;0.01;4;0;24;0
6/5/2016;0.98;268775.52;67444.03;117809.78;13829.45;69692.26;66487.06;784.37;2420.83;conventional;2016;VA;Fog;Severe;6;0.01;1;0;24;4
6/5/2016;0.98;268775.52;67444.03;117809.78;13829.45;69692.26;66487.06;784.37;2420.83;conventional;2016;VA;Fog;Moderate;6;0.01;1;0;24;2
6/5/2016;0.98;268775.52;67444.03;117809.78;13829.45;69692.26;66487.06;784.37;2420.83;conventional;2016;VA;Precipitation;UNK;6;0.01;3;0;24;5
6/5/2016;0.96;151372.89;39705.87;56076.83;113.3;55476.89;53294.21;747.68;1435;conventional;2016;VA;Rain;Moderate;6;0.01;4;0;24;2
6/5/2016;0.96;151372.89;39705.87;56076.83;113.3;55476.89;53294.21;747.68;1435;conventional;2016;VA;Rain;Light;6;0.01;4;0;24;1
6/5/2016;0.96;151372.89;39705.87;56076.83;113.3;55476.89;53294.21;747.68;1435;conventional;2016;VA;Rain;Heavy;6;0.01;4;0;24;0
6/5/2016;0.96;151372.89;39705.87;56076.83;113.3;55476.89;53294.21;747.68;1435;conventional;2016;VA;Fog;Severe;6;0.01;1;0;24;4
6/5/2016;0.96;151372.89;39705.87;56076.83;113.3;55476.89;53294.21;747.68;1435;conventional;2016;VA;Fog;Moderate;6;0.01;1;0;24;2
6/5/2016;0.96;151372.89;39705.87;56076.83;113.3;55476.89;53294.21;747.68;1435;conventional;2016;VA;Precipitation;UNK;6;0.01;3;0;24;5
6/5/2016;0.95;11300.16;135.15;4707.45;240.14;6217.42;1741.4;4476.02;0;organic;2016;VA;Rain;Moderate;6;0.01;4;1;24;2
6/5/2016;0.95;11300.16;135.15;4707.45;240.14;6217.42;1741.4;4476.02;0;organic;2016;VA;Rain;Light;6;0.01;4;1;24;1
6/5/2016;0.95;11300.16;135.15;4707.45;240.14;6217.42;1741.4;4476.02;0;organic;2016;VA;Rain;Heavy;6;0.01;4;1;24;0
6/5/2016;0.95;11300.16;135.15;4707.45;240.14;6217.42;1741.4;4476.02;0;organic;2016;VA;Fog;Severe;6;0.01;1;1;24;4
6/5/2016;0.95;11300.16;135.15;4707.45;240.14;6217.42;1741.4;4476.02;0;organic;2016;VA;Fog;Moderate;6;0.01;1;1;24;2
6/5/2016;0.95;11300.16;135.15;4707.45;240.14;6217.42;1741.4;4476.02;0;organic;2016;VA;Precipitation;UNK;6;0.01;3;1;24;5
6/5/2016;0.89;11777.82;112.51;3494.77;0;8170.54;1051.97;7118.57;0;organic;2016;VA;Rain;Moderate;6;0.01;4;1;24;2
6/5/2016;0.89;11777.82;112.51;3494.77;0;8170.54;1051.97;7118.57;0;organic;2016;VA;Rain;Light;6;0.01;4;1;24;1
6/5/2016;0.89;11777.82;112.51;3494.77;0;8170.54;1051.97;7118.57;0;organic;2016;VA;Rain;Heavy;6;0.01;4;1;24;0
6/5/2016;0.89;11777.82;112.51;3494.77;0;8170.54;1051.97;7118.57;0;organic;2016;VA;Fog;Severe;6;0.01;1;1;24;4
6/5/2016;0.89;11777.82;112.51;3494.77;0;8170.54;1051.97;7118.57;0;organic;2016;VA;Fog;Moderate;6;0.01;1;1;24;2
6/5/2016;0.89;11777.82;112.51;3494.77;0;8170.54;1051.97;7118.57;0;organic;2016;VA;Precipitation;UNK;6;0.01;3;1;24;5
6/26/2016;1.03;638550.37;91565.19;174576.32;12225.64;360183.22;359260.77;313.9;608.55;conventional;2016;WA;Fog;Severe;6;0.01;1;0;25;4
6/26/2016;1.03;638550.37;91565.19;174576.32;12225.64;360183.22;359260.77;313.9;608.55;conventional;2016;WA;Fog;Moderate;6;0.01;1;0;25;2
6/26/2016;1.02;90301.82;24210.14;18081.59;3974.43;44035.66;44033.23;0;2.43;conventional;2016;WA;Fog;Severe;6;0.01;1;0;25;4
6/26/2016;1.02;90301.82;24210.14;18081.59;3974.43;44035.66;44033.23;0;2.43;conventional;2016;WA;Fog;Moderate;6;0.01;1;0;25;2
6/26/2016;1.74;41165.72;813.21;32449.11;68.65;7834.75;196.26;7638.49;0;organic;2016;WA;Fog;Severe;6;0.01;1;1;25;4
6/26/2016;1.74;41165.72;813.21;32449.11;68.65;7834.75;196.26;7638.49;0;organic;2016;WA;Fog;Moderate;6;0.01;1;1;25;2
6/26/2016;1.76;3011.21;411.5;2059.45;0;540.26;22.65;517.61;0;organic;2016;WA;Fog;Severe;6;0.01;1;1;25;4
6/26/2016;1.76;3011.21;411.5;2059.45;0;540.26;22.65;517.61;0;organic;2016;WA;Fog;Moderate;6;0.01;1;1;25;2
6/19/2016;0.97;677710.31;101860.03;193696.31;11487.83;370666.14;369495.52;305.75;864.87;conventional;2016;WA;Rain;Light;6;0.01;4;0;25;1
6/19/2016;0.97;677710.31;101860.03;193696.31;11487.83;370666.14;369495.52;305.75;864.87;conventional;2016;WA;Fog;Moderate;6;0.01;1;0;25;2
6/19/2016;0.96;91554.79;27584.63;19850.1;2998.29;41121.77;41041.12;56.29;24.36;conventional;2016;WA;Rain;Light;6;0.01;4;0;25;1
6/19/2016;0.96;91554.79;27584.63;19850.1;2998.29;41121.77;41041.12;56.29;24.36;conventional;2016;WA;Fog;Moderate;6;0.01;1;0;25;2
6/19/2016;1.75;40879.73;1015.37;38691.88;35.72;1136.76;332.71;804.05;0;organic;2016;WA;Rain;Light;6;0.01;4;1;25;1
6/19/2016;1.75;40879.73;1015.37;38691.88;35.72;1136.76;332.71;804.05;0;organic;2016;WA;Fog;Moderate;6;0.01;1;1;25;2
6/19/2016;1.75;2952;348.81;2595.61;0;7.58;7.58;0;0;organic;2016;WA;Rain;Light;6;0.01;4;1;25;1
6/19/2016;1.75;2952;348.81;2595.61;0;7.58;7.58;0;0;organic;2016;WA;Fog;Moderate;6;0.01;1;1;25;2
6/5/2016;0.86;866343.38;97146.75;262684.03;13268.56;493244.04;478959.58;13577.66;706.8;conventional;2016;WA;Fog;Moderate;6;0.01;1;0;25;2
6/5/2016;0.87;125934.24;29094.1;30005.5;5361.13;61473.51;60082.4;1383.65;7.46;conventional;2016;WA;Fog;Moderate;6;0.01;1;0;25;2
6/5/2016;1.76;40948.65;625.84;39556.57;21.31;744.93;272.96;471.97;0;organic;2016;WA;Fog;Moderate;6;0.01;1;1;25;2
6/5/2016;1.91;2807.95;99.46;2655.67;1.99;50.83;0;50.83;0;organic;2016;WA;Fog;Moderate;6;0.01;1;1;25;2
6/26/2016;1.07;367778.6;150191.51;90300.07;18403.06;108883.96;90996.76;17790.53;96.67;conventional;2016;SC;Rain;Light;6;0.01;4;0;21;1
6/26/2016;1.24;12445.56;1132.67;2938.21;603.44;7771.24;5690.33;2080.91;0;organic;2016;SC;Rain;Light;6;0.01;4;1;21;1
6/5/2016;0.94;416168.39;186493.48;103324.3;16909.95;109440.66;66829.1;37354.89;5256.67;conventional;2016;SC;Rain;Light;6;0.01;4;0;21;1
6/5/2016;0.94;416168.39;186493.48;103324.3;16909.95;109440.66;66829.1;37354.89;5256.67;conventional;2016;SC;Fog;Moderate;6;0.01;1;0;21;2
6/5/2016;1.31;10467.48;968.26;2877.64;374.97;6246.61;5142.68;1103.93;0;organic;2016;SC;Rain;Light;6;0.01;4;1;21;1
6/5/2016;1.31;10467.48;968.26;2877.64;374.97;6246.61;5142.68;1103.93;0;organic;2016;SC;Fog;Moderate;6;0.01;1;1;21;2
6/26/2016;0.97;236899.58;70089.95;10838.62;750.02;155220.99;126591.94;14354.3;14274.75;conventional;2016;MO;Rain;Light;6;0.01;4;0;15;1
6/26/2016;0.97;236899.58;70089.95;10838.62;750.02;155220.99;126591.94;14354.3;14274.75;conventional;2016;MO;Rain;Moderate;6;0.01;4;0;15;2
6/26/2016;0.97;236899.58;70089.95;10838.62;750.02;155220.99;126591.94;14354.3;14274.75;conventional;2016;MO;Rain;Heavy;6;0.01;4;0;15;0
6/26/2016;1.74;7231.64;1646.65;1916.95;21.42;3646.62;3646.62;0;0;organic;2016;MO;Rain;Light;6;0.01;4;1;15;1
6/26/2016;1.74;7231.64;1646.65;1916.95;21.42;3646.62;3646.62;0;0;organic;2016;MO;Rain;Moderate;6;0.01;4;1;15;2
6/26/2016;1.74;7231.64;1646.65;1916.95;21.42;3646.62;3646.62;0;0;organic;2016;MO;Rain;Heavy;6;0.01;4;1;15;0
6/19/2016;0.95;254402.94;68071.47;14769.82;81.39;171480.26;139118.22;27583.68;4778.36;conventional;2016;MO;Fog;Moderate;6;0.01;1;0;15;2
6/19/2016;0.95;254402.94;68071.47;14769.82;81.39;171480.26;139118.22;27583.68;4778.36;conventional;2016;MO;Cold;Severe;6;0.01;0;0;15;4
6/19/2016;1.83;7924.1;2678.04;2060.17;8.9;3176.99;3176.99;0;0;organic;2016;MO;Fog;Moderate;6;0.01;1;1;15;2
6/19/2016;1.83;7924.1;2678.04;2060.17;8.9;3176.99;3176.99;0;0;organic;2016;MO;Cold;Severe;6;0.01;0;1;15;4
6/12/2016;0.92;251349.57;63117.83;10829.42;88.75;177313.57;139479.8;19315.86;18517.91;conventional;2016;MO;Rain;Light;6;0.01;4;0;15;1
6/12/2016;0.92;251349.57;63117.83;10829.42;88.75;177313.57;139479.8;19315.86;18517.91;conventional;2016;MO;Rain;Moderate;6;0.01;4;0;15;2
6/12/2016;0.92;251349.57;63117.83;10829.42;88.75;177313.57;139479.8;19315.86;18517.91;conventional;2016;MO;Precipitation;UNK;6;0.01;3;0;15;5
6/12/2016;1.72;8338.7;2197.91;2158;1.77;3981.02;3957.44;23.58;0;organic;2016;MO;Rain;Light;6;0.01;4;1;15;1
6/12/2016;1.72;8338.7;2197.91;2158;1.77;3981.02;3957.44;23.58;0;organic;2016;MO;Rain;Moderate;6;0.01;4;1;15;2
6/12/2016;1.72;8338.7;2197.91;2158;1.77;3981.02;3957.44;23.58;0;organic;2016;MO;Precipitation;UNK;6;0.01;3;1;15;5
5/29/2016;1.49;127812.25;2580.77;104876.94;103.64;20250.9;19519.92;180.98;550;conventional;2016;NY;Fog;Moderate;5;0.01;1;0;18;2
5/29/2016;1.49;127812.25;2580.77;104876.94;103.64;20250.9;19519.92;180.98;550;conventional;2016;NY;Rain;Light;5;0.01;4;0;18;1
5/29/2016;1.49;127812.25;2580.77;104876.94;103.64;20250.9;19519.92;180.98;550;conventional;2016;NY;Fog;Severe;5;0.01;1;0;18;4
5/29/2016;1.08;1827100.26;19729.58;1354634.86;24551.86;428183.96;357118.51;70667.12;398.33;conventional;2016;NY;Fog;Moderate;5;0.01;1;0;18;2
5/29/2016;1.08;1827100.26;19729.58;1354634.86;24551.86;428183.96;357118.51;70667.12;398.33;conventional;2016;NY;Rain;Light;5;0.01;4;0;18;1
5/29/2016;1.08;1827100.26;19729.58;1354634.86;24551.86;428183.96;357118.51;70667.12;398.33;conventional;2016;NY;Fog;Severe;5;0.01;1;0;18;4
5/29/2016;1.36;82173.8;1259.66;52293.06;435.86;28185.22;27875.22;0;310;conventional;2016;NY;Fog;Moderate;5;0.01;1;0;18;2
5/29/2016;1.36;82173.8;1259.66;52293.06;435.86;28185.22;27875.22;0;310;conventional;2016;NY;Rain;Light;5;0.01;4;0;18;1
5/29/2016;1.36;82173.8;1259.66;52293.06;435.86;28185.22;27875.22;0;310;conventional;2016;NY;Fog;Severe;5;0.01;1;0;18;4
5/29/2016;1.49;1117.44;5.82;218.73;0;892.89;892.89;0;0;organic;2016;NY;Fog;Moderate;5;0.01;1;1;18;2
5/29/2016;1.49;1117.44;5.82;218.73;0;892.89;892.89;0;0;organic;2016;NY;Rain;Light;5;0.01;4;1;18;1
5/29/2016;1.49;1117.44;5.82;218.73;0;892.89;892.89;0;0;organic;2016;NY;Fog;Severe;5;0.01;1;1;18;4
5/29/2016;2.15;34505.47;4303.03;13793.1;2706.92;13702.42;11496.63;2205.79;0;organic;2016;NY;Fog;Moderate;5;0.01;1;1;18;2
5/29/2016;2.15;34505.47;4303.03;13793.1;2706.92;13702.42;11496.63;2205.79;0;organic;2016;NY;Rain;Light;5;0.01;4;1;18;1
5/29/2016;2.15;34505.47;4303.03;13793.1;2706.92;13702.42;11496.63;2205.79;0;organic;2016;NY;Fog;Severe;5;0.01;1;1;18;4
5/29/2016;1.55;2913.64;0;328.12;0;2585.52;1246.03;1339.49;0;organic;2016;NY;Fog;Moderate;5;0.01;1;1;18;2
